mass_A
t	x	y
0.0	-0.005022468165577332	0.014832279860172964
0.033322222222222225	-0.005022468165577332	0.014832279860172964
0.06664444444444445	-0.005022468165577332	0.014832279860172964
0.09995555555555556	-0.005022468165577332	0.014832279860172964
0.13327777777777777	-0.005022468165577332	0.014832279860172964
0.1666	-0.005022468165577332	0.014832279860172964
0.19992222222222222	-0.005022468165577332	0.014832279860172964
0.23324444444444445	-0.005022468165577332	0.014832279860172964
0.26655555555555555	-0.005022468165577332	0.014832279860172964
0.2998777777777778	-0.005022468165577332	0.014832279860172964
0.3332	-0.005022468165577332	0.014832279860172964
0.36652222222222225	-0.005022468165577332	0.014832279860172964
0.39984444444444445	-0.005022468165577332	0.014832279860172964
0.43315555555555557	-0.005022468165577332	0.014832279860172964
0.4664777777777778	-0.005022468165577332	0.014832279860172964
0.4998	-0.005022468165577332	0.014832279860172964
0.5331222222222223	-0.005022468165577332	0.014832279860172964
0.5664444444444444	-0.005022468165577332	0.014832279860172964
0.5997555555555556	-0.005022468165577332	0.014832279860172964
0.6330777777777779	-0.005022468165577332	0.014832279860172964
0.6664	-0.005022468165577332	0.014832279860172964
0.6997222222222222	-0.005022468165577332	0.014832279860172964
0.7330444444444445	-0.005022468165577332	0.014832279860172964
0.7663555555555556	-0.005022468165577332	0.014832279860172964
0.7996777777777778	-0.005022468165577332	0.014832279860172964
0.8330000000000001	-0.005022468165577332	0.014832279860172964
0.8663222222222222	-0.005022468165577332	0.014832279860172964
0.8996444444444445	-0.005022468165577332	0.014832279860172964
0.9329555555555556	-0.005022468165577332	0.014832279860172964
0.9662777777777778	-0.005022468165577332	0.014832279860172964
0.9996	-0.005022468165577332	0.014832279860172964
1.0329222222222223	-0.005022468165577332	0.014832279860172964
1.0662444444444446	-0.005022468165577332	0.014832279860172964
1.0995555555555556	-0.005022468165577332	0.014832279860172964
1.1328777777777779	-0.005022468165577332	0.014832279860172964
1.1662000000000001	-0.005022468165577332	0.014832279860172964
1.1995222222222224	-0.005022468165577332	0.014832279860172964
1.2328444444444444	-0.005022468165577332	0.014832279860172964
1.2661555555555557	-0.005022468165577332	0.014832279860172964
1.2994777777777777	-0.005022468165577332	0.014832279860172964
1.3328	-0.005022468165577332	0.014832279860172964
1.3661222222222222	-0.005022468165577332	0.014832279860172964
1.3994444444444445	-0.005022468165577332	0.014832279860172964
1.4327555555555556	-0.005022468165577332	0.014832279860172964
1.4660777777777778	-0.005022468165577332	0.014832279860172964
1.4994	-0.005022468165577332	0.014832279860172964
1.5327222222222223	-0.005022468165577332	0.014832279860172964
1.5660444444444446	-0.005022468165577332	0.014832279860172964
1.5993555555555556	-0.005022468165577332	0.014832279860172964
1.632677777777778	-0.005022468165577332	0.014832279860172964
1.6660000000000001	-0.005022468165577332	0.014832279860172964
1.6993222222222224	-0.005022468165577332	0.014832279860172964
