mass_A
t	y
0.0	0.001987786051045118
0.03328434628392097	0.02030534138164368
0.06656869256784194	0.04391297249324938
0.099853038851762	0.0645923596371865
0.13313738513568296	0.07267174810272471
0.16642173141960392	0.09884426444148542
0.1997060777035249	0.11046105711614157
0.23299042398744496	0.11827327003718446
0.2662747702713659	0.12057097971984415
0.2995591165552869	0.11698014040182717
0.33284346283920785	0.11135876694564581
0.3661278091231279	0.09847021867919198
0.3994121554070489	0.08969617379796596
0.43269650169096985	0.07588854165844826
0.4659808479748908	0.06089465010137138
0.4992651942588109	0.05268701737447541
0.5325495405427318	0.04901068188221992
0.5658338868266528	0.047525185854826
0.5991182331105738	0.049427475731632614
0.6324025793944938	0.05723968865267552
0.6656869256784148	0.06413281770065456
0.6989712719623358	0.07315266408281627
0.7322556182462567	0.08102899913453805
0.7655399645301768	0.08741983815886589
0.7988243108140978	0.09341525737734069
0.8321086570980187	0.09483663127405575
0.8653930033819397	0.09299846352792801
0.8986773496658598	0.08932212803567252
0.9319616959497807	0.0856030444562978
0.9652460422337017	0.08013128930503381
0.9985303885176227	0.07323816025705476
1.0318147348015427	0.0659709854467823
1.0650990810854637	0.06183510801799487
1.0983834273693847	0.059537398335335195
1.1316677736533056	0.05997556622830752
1.1649521199372257	0.06003968835898639
1.1982364662211467	0.06281831402173763
1.2315208125050676	0.06739235934349735
1.2648051587889886	0.07453128989241209
1.2980895050729087	0.0783144956024657
1.3313738513568296	0.0819267089640423
1.3646581976407506	0.0833053347736381
1.3979425439246715	0.08288854092422543
1.4312268902085916	0.08102899913453805
1.4645112364925126	0.07914808330129106
1.4977955827764335	0.07735266364228258
1.5310799290603545	0.07409312199943976
1.5643642753442746	0.07144274059804628
1.5976486216281955	0.06787327532358892
1.6309329679121165	0.06513739774795693
1.6642173141960375	0.06551144351025036
1.6975016604799575	0.06826869512944198
1.7307860067638785	0.06964732093903779
1.7640703530477995	0.07096182461795472
1.7973546993317204	0.0718809084910186
1.8306390456156405	0.07185953444745896
1.8639233918995615	0.07411449604299938
1.8972077381834815	0.07455266393597171
1.9304920844674025	0.07455266393597171
1.9637764307513226	0.07455266393597171
1.9970607770352435	0.07321678621349514
2.0303451233191643	0.0718809084910186
2.0636294696030855	0.0709404505743951
2.096913815887006	0.07190228253457823
2.1301981621709274	0.07004274074489085
