mass_A
t	y
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.0	-0.002399309098455135
0.033324120499999936	0.007197927295365433
0.06664824099999987	0.02399309098455142
0.0999723614999998	0.03039124858043181
0.13329648199999974	0.03598963647682714
0.16662060249999944	0.03998848497425238
0.19994472299999938	0.04318756377219257
0.23326884349999932	0.04318756377219257
0.26659296399999927	0.0471864122696178
0.2999170844999992	0.047986181969102856
0.3332412049999989	0.05038549106755799
0.3665653254999988	0.05198503046652808
0.39988944599999876	0.05198503046652808
0.4332135664999987	0.052784800166013134
0.46653768699999865	0.055184109264468276
0.49986180749999837	0.05598387896395332
0.5331859279999983	0.05598387896395332
0.5665100484999982	0.05838318806240846
0.5998341689999982	0.05838318806240846
0.6331582894999979	0.05838318806240846
0.6664824099999977	0.05998272746137855
0.6998065304999977	0.06158226686034865
0.7331306509999976	0.062382036559833695
0.7664547714999976	0.06158226686034865
0.7997788919999973	0.06318180625931874
0.8331030124999973	0.06158226686034865
0.8664271329999972	0.0639815759588038
0.8997512534999973	0.0639815759588038
0.9330753739999973	0.06478134565828883
0.9663994944999976	0.06478134565828883
0.9997236149999976	0.06478134565828883
1.0330477354999976	0.06638088505725893
1.066371855999998	0.06478134565828883
1.0996959764999978	0.06638088505725893
1.1330200969999982	0.06638088505725893
1.1663442174999983	0.06558111535777389
1.1996683379999982	0.06878019415571407
1.2329924584999985	0.06798042445622904
1.2663165789999984	0.06798042445622904
1.2996406994999985	0.06718065475674398
1.3329648199999988	0.06718065475674398
1.3662889404999987	0.06798042445622904
1.399613060999999	0.06957996385519913
1.432937181499999	0.07037973355468417
1.466261301999999	0.06957996385519913
1.4995854224999994	0.06957996385519913
1.5329095429999993	0.07117950325416922
1.5662336634999996	0.07197927295365426
