mass_A
t	x
0.0	0.07179847861598418
0.033333333333333715	0.07179847861598418
0.06666666666666697	0.07271020532856809
0.1	0.06496052827160473
0.1333333333333335	0.044446677238466376
0.16666666666666696	0.023021099492744126
0.2	0.0020513851033138186
0.23333333333333348	-0.01162451558544507
0.2666666666666665	-0.021653509423868247
0.30000000000000043	-0.02621214298678788
0.3333333333333335	-0.030770776549707515
0.36666666666666653	-0.02894732312453966
0.40000000000000047	-0.025300416274203957
0.43333333333333346	-0.022109372780160216
0.46666666666666695	-0.012080378941737024
0.5	-0.0015955217470218774
0.5333333333333334	0.006610018666233453
0.566666666666667	0.01208037894173701
0.6	0.01572728579207272
0.6333333333333335	0.016183149148364676
0.666666666666667	0.013447969010612904
0.7	0.00524242859735756
0.7333333333333335	0.0047865652410656045
0.7666666666666669	0.0015955217470218636
0.8000000000000005	-0.0015955217470218774
0.8333333333333335	-0.004330701884773663
0.8666666666666665	-0.0066100186662334665
0.9000000000000005	-0.008889335447693283
0.9333333333333335	-0.007065882022525435
0.966666666666667	-0.006154155309941511
1.0	-0.0015955217470218774
1.0333333333333334	0.0011396583907298946
1.0666666666666669	0.0047865652410656045
1.1	0.006610018666233453
1.133333333333334	0.009801062160277194
1.166666666666667	0.009801062160277194
1.2	0.0056982919536495286
1.2333333333333334	0.007521745378817377
1.266666666666667	0.0061541553099414975
1.3000000000000005	0.0047865652410656045
1.3333333333333335	0.0020513851033138186
1.3666666666666665	2.279316781459706E-4
1.4000000000000004	-0.0015955217470218774
1.4333333333333336	-0.0015955217470218774
1.466666666666667	6.837950344379395E-4
1.5000000000000004	0.0025072484596057876
1.5333333333333334	0.004330701884773636
1.5666666666666669	0.0038748385284816805
1.6	0.0047865652410656045
1.633333333333334	0.0029631118158977565
1.666666666666667	0.0020513851033138186
1.7	-2.2793167814598447E-4
1.7333333333333334	-0.0020513851033138464
1.766666666666667	0.0015955217470218636
1.8000000000000005	0.0029631118158977565
1.8333333333333335	0.0047865652410656045
1.8666666666666665	0.0034189751721897116
1.9000000000000004	0.0038748385284816805
1.9333333333333336	0.0038748385284816805
1.966666666666667	0.0038748385284816805
2.0	0.0038748385284816805
2.033333333333333	0.0029631118158977565
2.0666666666666673	0.0029631118158977565
2.100000000000001	0.0029631118158977565
2.1333333333333337	0.0029631118158977565
2.166666666666667	0.0029631118158977565
2.2	0.0029631118158977565
2.233333333333333	0.0029631118158977565
2.266666666666667	0.0029631118158977565
